customer_id,age,location,signup_date,subscription_type,last_payment_date,payment_delay_days,failed_payments_count,avg_weekly_usage_hours,days_since_last_login,courses_completed,tickets_raised,last_ticket_days
388,19,South Brianmouth,224,Yearly,219,11,1,11.86,163,8,1,332.0
389,43,Lake Cindy,59,Yearly,6,11,0,0.21,2,7,0,
390,18,Chicago,509,Monthly,176,7,3,10.71,373,6,5,216.0
391,44,Chicago,601,Yearly,77,4,3,18.58,99,0,3,268.0
392,60,Los Angeles,453,Monthly,366,1,0,9.49,162,6,1,346.0
393,57,Los Angeles,196,Yearly,25,7,3,1.95,191,8,5,45.0
394,60,New York,460,Monthly,264,7,3,8.46,34,4,0,
395,28,New York,389,Monthly,101,8,3,16.02,176,7,4,352.0
396,38,Seattle,173,Yearly,55,13,0,15.17,82,0,1,204.0
397,50,Los Angeles,601,Yearly,5,8,3,11.54,2,8,0,
398,21,Chicago,617,Monthly,485,5,3,16.94,286,1,5,209.0
399,58,Austin,283,Yearly,44,4,4,5.78,134,7,5,202.0
400,31,North Michaelshire,698,Monthly,356,10,0,10.84,338,9,3,59.0
401,27,Los Angeles,259,Yearly,1,15,2,12.43,252,8,3,5.0
402,59,Chicago,504,Yearly,232,13,2,0.54,77,0,5,254.0
403,40,New York,348,Yearly,295,8,3,18.07,241,6,3,239.0
404,42,New York,571,Monthly,362,6,2,16.4,109,8,2,337.0
405,51,Chicago,696,Monthly,279,12,4,12.26,41,10,0,
406,18,Chicago,486,Yearly,466,6,0,18.33,365,9,2,69.0
407,60,Los Angeles,614,Yearly,614,5,0,13.15,537,10,4,78.0
408,46,Chicago,79,Monthly,17,11,0,16.02,72,7,0,
409,20,New York,656,Yearly,259,4,1,5.61,400,1,3,221.0
410,41,New York,538,Monthly,292,2,1,4.98,359,7,0,
411,25,New York,629,Yearly,488,1,0,12.81,362,7,2,148.0
412,24,New York,239,Monthly,217,10,0,7.44,27,5,5,141.0
413,21,Port Suzanneland,521,Monthly,253,4,2,3.32,277,8,0,
414,35,New York,526,Yearly,421,1,4,0.96,249,8,4,301.0
415,38,New York,703,Yearly,249,4,3,5.96,488,10,0,
416,50,Chicago,13,Yearly,4,2,1,9.12,11,6,0,
417,33,New York,425,Yearly,89,3,0,7.34,242,3,5,364.0
418,54,Los Angeles,374,Yearly,38,13,2,7.64,300,0,0,
419,39,Los Angeles,421,Yearly,338,4,3,2.71,59,8,0,
420,49,Los Angeles,264,Monthly,145,5,0,1.6,105,10,4,158.0
421,26,Los Angeles,231,Yearly,141,12,3,19.3,145,2,0,
422,30,Chicago,623,Yearly,564,2,3,15.95,387,3,0,
423,38,Los Angeles,247,Yearly,25,8,4,0.69,106,6,5,19.0
424,33,New York,407,Monthly,349,0,4,16.33,279,4,0,
425,56,Los Angeles,36,Monthly,17,9,2,0.91,23,2,3,130.0
426,47,New York,674,Yearly,185,8,2,3.76,498,3,4,355.0
427,34,Seattle,182,Monthly,99,2,0,13.57,174,4,5,312.0
428,28,New York,70,Yearly,66,11,1,18.92,31,10,3,84.0
429,27,New York,53,Yearly,46,9,2,16.33,40,2,4,313.0
430,40,New York,443,Monthly,302,10,3,9.59,319,8,4,50.0
431,20,Los Angeles,41,Monthly,24,13,1,6.11,32,8,4,291.0
432,47,New York,55,Monthly,6,15,1,4.87,50,0,1,276.0
433,19,Austin,431,Yearly,66,4,0,15.81,171,1,3,184.0
434,27,Chicago,704,Monthly,381,10,4,17.31,281,9,0,
435,44,South Amy,713,Yearly,636,6,2,6.95,227,6,1,343.0
436,57,Chicago,288,Yearly,101,2,2,16.12,260,7,1,258.0
437,34,Chicago,524,Yearly,49,2,4,13.27,387,7,0,
438,53,New York,697,Monthly,210,5,2,3.98,361,1,2,275.0
439,23,Austin,348,Monthly,84,2,3,14.75,107,0,5,193.0
440,60,Seattle,25,Monthly,5,5,2,4.59,12,1,5,284.0
441,19,Seattle,71,Yearly,42,8,3,12.69,16,2,4,272.0
442,49,New York,223,Yearly,17,6,1,7.46,87,10,2,353.0
443,59,New York,696,Yearly,59,10,4,17.72,81,4,4,288.0
444,36,Los Angeles,531,Monthly,479,15,4,7.15,180,8,4,142.0
445,35,Chicago,85,Yearly,10,14,0,7.51,49,5,5,270.0
446,50,New York,87,Monthly,30,6,4,0.92,41,3,3,245.0
447,22,Los Angeles,262,Monthly,47,4,3,2.62,56,4,3,12.0
448,34,Chicago,678,Yearly,447,0,1,1.88,228,10,5,178.0
449,24,South Devinville,606,Monthly,64,15,1,4.61,244,2,2,267.0
450,25,Chicago,580,Monthly,289,13,2,17.04,490,10,3,104.0
451,37,Los Angeles,496,Yearly,211,10,4,15.1,403,1,1,274.0
452,32,North Ashleyfort,635,Yearly,481,5,1,7.04,225,7,1,54.0
453,53,New York,226,Monthly,61,12,4,1.04,70,5,3,76.0
454,47,North Rosefurt,268,Monthly,252,14,3,14.35,179,1,4,206.0
455,45,Chicago,208,Monthly,85,0,3,13.78,206,4,5,248.0
456,40,Chicago,89,Monthly,85,0,3,10.05,15,5,5,21.0
457,43,Chicago,85,Monthly,63,4,4,9.91,48,5,0,
458,60,New York,289,Yearly,256,8,1,7.62,233,4,1,129.0
459,56,West Stephanie,176,Monthly,157,9,0,0.63,43,4,4,24.0
460,45,Austin,448,Monthly,34,15,4,11.12,221,10,1,211.0
461,26,Baileyfort,501,Yearly,156,1,0,4.95,495,7,2,55.0
462,19,Seattle,16,Monthly,7,3,2,0.18,14,1,0,
463,37,New York,250,Monthly,40,13,3,16.51,165,6,5,264.0
464,50,Austin,502,Monthly,497,6,1,3.82,162,3,0,
465,59,Chicago,194,Monthly,14,0,4,5.65,25,1,5,272.0
466,42,Los Angeles,45,Monthly,45,11,3,11.93,37,2,5,77.0
467,51,Marytown,684,Monthly,125,13,0,13.34,232,6,5,81.0
468,51,Los Angeles,420,Yearly,259,10,4,17.43,407,7,1,317.0
469,29,Los Angeles,230,Yearly,10,12,2,2.88,38,6,5,187.0
470,31,Denver,315,Yearly,112,7,0,10.18,22,7,5,189.0
471,39,Austin,657,Yearly,282,5,4,3.76,221,1,2,133.0
472,32,Chicago,488,Yearly,294,12,1,14.92,94,9,0,
473,29,Los Angeles,102,Monthly,84,8,4,9.65,16,1,3,240.0
474,18,Chicago,20,Monthly,1,6,3,14.63,12,3,5,79.0
475,24,New York,94,Monthly,74,8,0,1.33,6,4,3,237.0
476,52,New York,723,Yearly,170,1,4,13.49,516,6,5,239.0
477,46,Seattle,442,Yearly,83,12,4,12.25,227,4,1,364.0
478,41,Los Angeles,95,Yearly,22,6,1,11.17,74,0,0,
479,49,Denver,720,Yearly,242,1,2,7.14,110,0,1,149.0
480,52,New York,476,Yearly,305,15,3,18.15,102,8,4,228.0
481,28,Los Angeles,377,Monthly,21,5,0,13.82,73,5,0,
482,18,New York,536,Monthly,471,3,2,11.56,115,1,2,303.0
483,59,Chicago,574,Monthly,58,15,2,5.62,137,4,3,138.0
484,33,Chicago,506,Yearly,434,11,0,19.78,262,5,0,
485,21,New York,490,Yearly,237,6,2,10.43,142,9,0,
486,19,South Susanview,133,Monthly,68,8,0,11.91,37,4,5,173.0
487,41,New York,577,Monthly,495,9,1,13.01,338,0,0,
488,19,Chicago,572,Monthly,470,13,3,11.44,56,5,4,247.0
489,41,Los Angeles,673,Yearly,91,12,1,6.01,549,4,1,344.0
490,57,Austin,580,Monthly,25,10,2,18.87,251,2,2,274.0
491,19,Chicago,325,Yearly,164,12,2,10.28,259,3,3,16.0
492,41,Melissaborough,163,Yearly,24,10,3,2.19,114,0,5,76.0
493,41,New York,657,Monthly,333,4,3,0.22,270,8,2,360.0
494,54,New York,12,Monthly,5,0,1,15.36,9,2,3,195.0
495,48,Chicago,463,Monthly,381,15,2,11.83,306,6,4,329.0
496,18,Los Angeles,704,Yearly,299,6,3,12.66,262,10,5,157.0
497,26,Robertville,542,Yearly,56,14,4,9.8,78,3,1,262.0
498,58,Julieport,168,Yearly,122,4,2,15.38,19,3,3,329.0
499,52,Chicago,107,Monthly,53,5,1,10.69,56,5,3,255.0
500,47,Chicago,664,Yearly,297,12,2,11.7,86,8,4,352.0
501,60,Los Angeles,31,Yearly,5,8,1,3.98,10,0,2,208.0
502,20,Chicago,175,Monthly,58,2,0,9.49,101,3,4,78.0
503,34,Austin,103,Monthly,57,7,4,10.12,36,1,0,
504,43,New York,72,Monthly,41,15,4,6.81,60,5,4,85.0
505,25,New York,589,Yearly,220,13,1,5.87,492,3,0,
506,59,Los Angeles,273,Yearly,38,7,4,0.59,263,5,4,23.0
507,48,New York,353,Monthly,295,6,3,15.27,293,8,4,241.0
508,24,Chicago,351,Monthly,241,10,3,19.7,115,10,1,173.0
509,41,New York,718,Yearly,321,13,2,7.39,558,5,4,16.0
510,18,Los Angeles,239,Yearly,145,10,1,3.81,134,3,2,123.0
511,36,Austin,280,Yearly,270,8,1,6.63,210,10,4,182.0
512,48,New York,235,Monthly,136,8,3,9.46,102,2,2,253.0
513,20,Paulborough,270,Monthly,44,5,2,19.4,63,1,3,206.0
514,52,Los Angeles,268,Yearly,1,3,0,17.29,125,2,5,166.0
515,50,Los Angeles,450,Monthly,224,15,4,13.76,417,8,1,186.0
516,23,Chicago,680,Monthly,171,8,1,17.5,591,10,5,57.0
517,27,Los Angeles,402,Yearly,97,4,3,4.48,205,10,5,315.0
518,22,Los Angeles,471,Yearly,407,1,3,9.57,267,10,0,
519,27,New York,661,Yearly,421,10,2,14.16,451,5,1,210.0
520,32,New York,454,Monthly,402,6,4,10.24,176,4,4,113.0
521,48,Los Angeles,594,Yearly,220,9,3,15.68,480,4,5,362.0
522,48,Chicago,365,Yearly,30,12,3,5.55,37,1,2,124.0
523,19,Chicago,232,Monthly,230,10,4,7.78,57,10,2,297.0
524,19,Smithstad,657,Yearly,529,4,3,17.6,569,0,0,
525,38,Chicago,215,Yearly,51,11,0,0.42,24,2,3,25.0
526,30,Los Angeles,83,Monthly,68,5,4,2.09,29,4,3,37.0
527,32,New York,144,Yearly,58,11,4,5.56,26,0,0,
528,29,New York,49,Yearly,44,5,0,0.58,47,5,5,282.0
529,50,Los Angeles,229,Yearly,17,13,3,18.84,144,5,1,37.0
530,24,Los Angeles,61,Monthly,38,9,4,10.47,38,2,4,365.0
531,47,Chicago,397,Monthly,46,4,1,0.79,304,2,1,257.0
532,32,West Sandra,77,Yearly,22,10,1,8.12,58,1,0,
533,30,Chicago,506,Monthly,403,2,2,17.87,361,3,5,190.0
534,47,Denver,385,Monthly,76,8,0,12.73,268,8,5,314.0
535,60,Los Angeles,249,Yearly,147,7,2,4.49,66,5,5,107.0
536,27,Los Angeles,145,Yearly,70,9,4,17.18,41,2,1,173.0
537,55,North Seantown,288,Monthly,161,10,4,11.77,1,7,1,75.0
538,50,Chicago,116,Monthly,87,9,4,10.74,66,5,2,119.0
539,51,New York,292,Monthly,6,3,0,14.66,292,0,5,248.0
540,38,New York,539,Monthly,492,15,4,13.45,280,9,5,40.0
541,27,Los Angeles,405,Monthly,236,3,2,3.47,59,1,4,143.0
542,32,Chicago,684,Monthly,382,12,1,19.44,291,4,5,162.0
543,22,Georgeburgh,128,Monthly,39,11,0,3.96,102,8,0,
544,24,New York,78,Monthly,56,11,4,8.03,32,2,0,
545,56,Los Angeles,416,Monthly,118,3,2,15.68,414,2,0,
546,40,Los Angeles,21,Yearly,18,8,2,18.39,10,5,3,138.0
547,20,Chicago,580,Yearly,141,12,3,5.22,155,9,0,
548,51,Seattle,396,Yearly,80,14,0,9.8,191,8,4,55.0
549,26,Chicago,355,Monthly,184,12,2,10.02,32,6,4,244.0
550,34,New York,390,Monthly,302,14,1,5.06,154,1,3,89.0
551,51,Austin,487,Yearly,104,15,2,9.65,87,0,1,365.0
552,22,New York,506,Yearly,395,15,0,12.72,392,1,1,229.0
553,44,New York,269,Yearly,147,4,4,13.94,215,5,5,252.0
554,23,New York,72,Yearly,47,1,2,2.67,71,6,2,276.0
555,29,Los Angeles,409,Yearly,202,6,4,18.26,354,3,5,292.0
556,24,North Dustin,20,Yearly,7,2,2,14.12,12,8,5,275.0
557,33,Austin,125,Monthly,84,9,0,5.28,118,7,5,276.0
558,58,Los Angeles,414,Monthly,240,8,0,7.12,390,10,4,107.0
559,31,Denver,399,Yearly,383,2,4,16.4,64,9,0,
560,31,New York,364,Monthly,115,12,1,9.74,126,3,5,248.0
561,23,Los Angeles,316,Yearly,38,2,1,12.1,2,10,5,315.0
562,39,New York,630,Yearly,231,12,0,16.83,469,10,1,46.0
563,39,Los Angeles,634,Yearly,497,9,1,2.71,388,4,1,169.0
564,58,Chicago,682,Yearly,358,0,4,9.48,326,5,5,185.0
565,57,Los Angeles,503,Monthly,273,4,1,16.7,378,6,4,303.0
566,26,Janetport,707,Monthly,404,5,0,14.04,566,0,5,39.0
567,50,Port Ryan,678,Yearly,450,2,4,0.01,166,2,5,87.0
568,49,Austin,261,Yearly,164,15,3,19.08,28,10,2,349.0
569,36,Los Angeles,676,Monthly,117,9,1,12.66,434,6,4,198.0
570,21,Chicago,404,Monthly,303,12,1,13.1,147,10,0,
571,39,North Benjaminmouth,203,Monthly,129,1,2,19.21,51,10,2,49.0
572,27,Karifort,46,Yearly,29,3,2,12.67,46,0,1,265.0
573,25,Chicago,106,Yearly,23,10,2,8.63,87,0,0,
574,41,Los Angeles,25,Monthly,16,5,3,13.93,23,1,4,244.0
575,38,Los Angeles,349,Monthly,307,13,2,2.04,316,6,4,24.0
576,33,Chicago,721,Monthly,409,1,0,17.1,126,0,3,190.0
577,24,Los Angeles,590,Monthly,27,10,3,18.33,348,6,0,
578,58,Los Angeles,286,Yearly,91,10,2,11.48,167,2,1,19.0
579,39,Aliciaberg,302,Monthly,224,7,2,10.8,268,5,0,
580,39,Scottmouth,598,Monthly,493,12,2,9.69,558,6,5,45.0
581,53,Los Angeles,524,Yearly,81,7,1,8.06,75,9,2,233.0
582,38,Los Angeles,243,Monthly,47,11,3,13.77,38,4,1,60.0
583,48,Los Angeles,144,Monthly,108,15,4,13.02,77,1,1,188.0
584,32,New Georgebury,647,Yearly,379,9,3,9.09,444,4,3,309.0
585,21,Los Angeles,698,Monthly,173,15,3,12.05,641,5,0,
586,58,Denver,335,Yearly,201,13,4,2.63,255,5,0,
587,32,Austin,152,Yearly,16,1,0,19.88,54,7,2,160.0
588,32,Chicago,697,Monthly,122,0,2,4.47,493,3,5,124.0
589,27,Maryberg,472,Monthly,146,13,2,5.02,311,8,0,
590,43,Chicago,246,Yearly,92,12,4,16.37,214,10,2,237.0
591,57,Austin,524,Yearly,238,4,1,17.07,164,10,5,234.0
592,50,New York,255,Yearly,199,6,4,5.16,135,4,0,
593,30,Los Angeles,266,Yearly,99,8,4,13.56,208,4,2,271.0
594,51,Los Angeles,439,Monthly,131,9,2,7.39,282,7,1,143.0
595,55,Los Angeles,141,Yearly,48,14,2,18.78,9,0,2,121.0
596,28,Seattle,112,Yearly,39,13,4,13.83,72,1,2,331.0
597,50,New York,692,Monthly,664,6,3,13.98,588,7,1,105.0
598,30,Los Angeles,589,Yearly,205,13,0,18.3,396,4,2,197.0
599,50,New York,51,Monthly,36,10,2,1.69,6,7,0,
600,28,Los Angeles,593,Monthly,293,4,4,4.63,358,4,5,198.0
601,51,Los Angeles,497,Yearly,396,1,2,8.47,60,8,5,10.0
602,23,Los Angeles,390,Yearly,370,7,3,14.5,172,9,2,283.0
603,48,Los Angeles,672,Yearly,185,9,4,19.83,129,4,5,330.0
604,38,New Kelsey,210,Yearly,194,6,0,18.47,147,4,4,11.0
605,31,Los Angeles,184,Monthly,64,6,3,16.14,106,3,4,363.0
606,49,Graytown,71,Yearly,46,6,2,16.22,31,5,3,325.0
607,36,Grayfort,167,Monthly,38,5,3,7.2,75,8,0,
608,53,New York,29,Yearly,19,1,1,9.03,29,4,2,250.0
609,52,Chicago,462,Yearly,4,6,2,10.28,287,10,1,289.0
610,56,Los Angeles,86,Yearly,5,8,0,17.76,58,10,1,68.0
611,25,Chicago,362,Yearly,176,3,4,18.06,230,1,3,163.0
612,40,New York,722,Monthly,144,7,0,19.75,369,1,2,141.0
613,50,Chicago,194,Yearly,157,10,0,10.73,131,3,4,74.0
614,32,Los Angeles,397,Monthly,122,15,3,17.74,300,0,1,315.0
615,49,Los Angeles,294,Monthly,133,3,0,16.18,61,0,4,215.0
616,19,New York,315,Monthly,254,14,4,16.89,223,5,1,217.0
617,57,West Micheleton,431,Monthly,254,6,1,15.11,20,0,1,205.0
618,45,Chicago,579,Yearly,172,0,1,17.29,276,3,4,156.0
619,39,Chicago,261,Monthly,255,15,4,3.36,244,0,5,316.0
620,52,Seattle,167,Yearly,95,0,2,5.78,141,0,4,129.0
621,41,Los Angeles,182,Yearly,123,14,0,19.12,180,7,1,63.0
622,56,Adamstown,306,Monthly,148,15,3,8.66,147,2,5,187.0
623,47,New York,585,Yearly,413,11,1,4.92,44,8,1,252.0
624,27,Austin,262,Monthly,203,15,3,6.82,218,1,4,100.0
625,53,Austin,43,Monthly,33,10,3,6.12,37,8,2,256.0
626,60,Los Angeles,269,Monthly,210,12,3,4.47,50,3,4,201.0
627,51,Los Angeles,602,Yearly,115,8,3,11.43,464,1,2,319.0
628,57,New Williamton,179,Monthly,32,2,3,19.0,137,2,4,178.0
629,37,Chicago,218,Yearly,113,1,4,17.12,176,1,3,293.0
630,49,Chicago,641,Monthly,568,13,3,17.86,107,8,5,58.0
631,48,East Tamaraton,584,Yearly,182,12,3,8.99,478,5,4,147.0
632,54,New York,6,Yearly,2,1,0,0.13,6,3,5,357.0
633,43,New York,493,Yearly,221,7,1,15.66,337,6,1,212.0
634,51,Los Angeles,299,Monthly,117,15,3,14.11,72,9,4,75.0
635,27,Chicago,467,Monthly,454,7,3,9.08,158,4,5,297.0
636,57,Murphyshire,627,Monthly,233,15,3,4.74,329,4,1,259.0
637,35,South Calebstad,708,Monthly,490,3,1,13.54,125,2,1,360.0
638,41,Seattle,61,Monthly,47,11,2,2.29,51,0,3,107.0
639,43,Denver,724,Yearly,272,9,0,9.09,504,1,2,158.0
640,25,New Vernontown,28,Monthly,4,14,0,16.87,22,1,0,
641,20,Los Angeles,28,Yearly,27,3,4,11.27,1,0,3,323.0
642,19,New York,391,Monthly,363,10,2,0.13,122,2,0,
643,35,Los Angeles,272,Yearly,214,9,3,9.1,110,6,0,
644,49,Los Angeles,242,Monthly,241,10,1,17.6,59,4,5,261.0
645,30,New York,471,Monthly,432,6,2,2.49,250,9,2,73.0
646,45,Chicago,45,Yearly,34,1,1,18.48,39,4,2,245.0
647,26,New York,200,Yearly,182,3,4,5.83,91,6,3,325.0
648,54,Lake Carolynberg,668,Monthly,135,8,2,12.53,176,0,3,312.0
649,58,New York,561,Monthly,545,6,1,18.53,260,5,1,43.0
650,41,Chicago,561,Yearly,413,12,1,6.21,157,0,2,53.0
651,20,Chicago,57,Monthly,4,6,2,7.47,22,8,0,
652,27,Chicago,226,Yearly,174,3,2,17.23,169,9,4,178.0
653,53,Los Angeles,379,Monthly,38,15,1,16.44,371,5,4,261.0
654,43,Chicago,151,Monthly,135,2,3,2.93,97,2,0,
655,50,Denver,482,Monthly,167,5,4,13.1,168,10,3,79.0
656,47,Los Angeles,340,Monthly,1,7,1,14.3,168,5,5,353.0
657,25,New York,23,Yearly,15,2,4,11.62,10,4,2,307.0
658,30,Chicago,393,Yearly,1,9,0,9.98,77,6,2,233.0
659,36,New York,152,Yearly,31,5,3,9.19,113,2,4,71.0
660,32,New York,11,Monthly,3,2,3,6.47,3,5,1,139.0
661,33,Chicago,665,Yearly,569,1,4,3.73,71,0,2,156.0
662,40,New York,644,Yearly,351,10,0,2.36,210,10,3,302.0
663,35,Chicago,555,Monthly,68,13,2,3.65,13,2,5,163.0
664,46,Los Angeles,521,Monthly,164,0,1,13.63,61,10,3,132.0
665,50,Chicago,181,Monthly,6,1,3,9.02,51,2,2,113.0
666,25,East Billy,24,Monthly,22,11,2,16.78,19,2,5,182.0
667,25,Los Angeles,381,Monthly,346,4,0,15.07,368,1,0,
668,33,North Sandramouth,137,Monthly,83,5,0,8.5,96,8,0,
669,51,Chicago,592,Monthly,165,0,1,17.4,172,4,4,288.0
670,55,Chicago,578,Yearly,8,0,2,18.24,509,1,1,62.0
671,58,Los Angeles,197,Monthly,46,7,0,11.8,74,0,2,244.0
672,26,Westmouth,26,Yearly,10,6,0,12.33,17,9,1,0.0
673,50,Chicago,100,Monthly,72,2,1,19.5,3,2,5,269.0
674,39,Los Angeles,561,Monthly,483,3,4,3.88,372,10,2,264.0
675,50,New York,293,Monthly,242,11,3,12.89,169,1,4,150.0
676,60,New York,384,Yearly,197,11,3,13.59,171,7,1,60.0
677,27,Los Angeles,573,Yearly,60,2,1,11.28,163,3,2,315.0
678,56,Los Angeles,205,Monthly,39,7,2,6.01,161,1,4,22.0
679,44,Chicago,625,Monthly,83,3,4,19.69,239,6,5,135.0
680,50,Seattle,146,Yearly,66,6,0,19.68,27,1,2,183.0
681,41,New York,390,Monthly,371,15,2,3.68,345,8,2,279.0
682,23,New York,718,Yearly,333,14,0,6.92,527,1,4,341.0
683,29,Los Angeles,314,Monthly,123,3,0,12.79,194,2,1,291.0
684,42,New York,72,Yearly,69,9,2,18.28,58,1,5,290.0
685,23,Los Angeles,6,Monthly,1,15,3,6.66,6,8,1,218.0
686,23,Los Angeles,479,Monthly,70,12,0,17.49,158,4,1,59.0
687,21,Chicago,366,Yearly,305,12,3,3.68,137,1,3,125.0
688,48,Lake Davidburgh,457,Yearly,378,14,0,12.53,175,9,5,76.0
689,48,New York,649,Yearly,291,11,1,5.62,118,7,0,
690,45,New York,692,Monthly,688,6,2,14.12,199,6,2,237.0
691,28,New York,563,Monthly,412,12,2,7.7,241,7,4,69.0
692,19,Chicago,125,Monthly,87,6,2,1.03,22,6,5,278.0
693,30,Los Angeles,415,Monthly,83,8,0,9.37,278,2,2,323.0
694,35,Chicago,674,Yearly,605,3,1,11.43,421,0,3,133.0
695,22,New York,621,Yearly,535,11,3,18.7,359,3,0,
696,58,New Keith,598,Monthly,499,9,3,18.24,577,7,5,238.0
697,47,New York,724,Yearly,394,8,3,1.63,654,0,3,90.0
698,29,New York,147,Yearly,135,8,2,13.95,81,2,4,356.0
699,54,Denver,332,Monthly,68,15,4,19.13,58,7,2,191.0
700,49,New York,443,Monthly,110,15,1,8.9,333,6,4,74.0
701,26,West Tiffany,578,Yearly,552,11,2,1.19,71,8,1,7.0
702,49,Los Angeles,477,Monthly,103,9,2,1.93,287,4,1,313.0
703,33,Austin,126,Yearly,12,1,4,4.45,116,4,0,
704,41,Chicago,610,Yearly,31,2,4,8.61,387,8,1,352.0
705,47,New York,548,Yearly,112,8,4,7.68,331,1,1,154.0
706,18,Chicago,491,Monthly,424,9,2,2.55,263,3,3,124.0
707,41,Los Angeles,538,Monthly,53,8,1,2.06,339,4,2,90.0
708,47,Chicago,100,Monthly,23,15,3,8.05,94,10,0,
709,21,Los Angeles,17,Yearly,15,9,1,3.81,4,3,2,178.0
710,23,Chicago,146,Monthly,130,1,0,9.86,25,2,3,327.0
711,45,Los Angeles,225,Yearly,180,9,2,12.85,141,6,2,342.0
712,26,New York,317,Monthly,185,10,3,15.73,121,7,0,
713,21,East Carlastad,147,Monthly,75,6,0,5.88,20,9,1,203.0
714,23,Los Angeles,229,Monthly,67,3,2,8.67,170,10,1,84.0
715,55,Los Angeles,152,Yearly,14,11,3,2.06,19,10,4,65.0
716,58,New York,714,Yearly,365,15,1,16.31,333,1,4,217.0
717,26,Austin,647,Monthly,624,4,4,17.19,578,3,4,17.0
718,29,New York,68,Monthly,30,11,4,19.6,16,8,2,300.0
719,20,Chicago,193,Yearly,24,15,3,1.79,33,3,4,128.0
720,50,Los Angeles,401,Yearly,229,6,3,1.68,1,9,1,9.0
721,51,Chicago,184,Yearly,70,5,3,10.0,128,1,3,83.0
722,28,New York,663,Monthly,319,11,4,4.38,29,9,3,316.0
723,60,Los Angeles,67,Yearly,6,1,1,15.42,25,3,0,
724,45,Chicago,496,Monthly,477,1,2,11.53,142,5,4,223.0
725,26,Los Angeles,684,Monthly,10,4,1,16.13,244,8,2,162.0
726,54,Los Angeles,590,Yearly,411,0,4,0.86,379,8,5,38.0
727,37,Seattle,179,Yearly,67,0,2,2.67,84,1,5,129.0
728,19,New York,466,Monthly,97,12,0,17.18,41,9,0,
729,56,Los Angeles,624,Monthly,26,7,0,11.73,542,8,4,272.0
730,44,Seattle,161,Yearly,114,13,0,6.35,93,3,0,
731,26,Los Angeles,3,Yearly,1,11,0,5.58,3,10,1,130.0
732,47,New York,349,Monthly,269,9,4,9.66,334,3,1,124.0
733,47,New York,530,Monthly,95,6,1,9.34,432,2,0,
734,55,Los Angeles,222,Yearly,116,14,2,10.13,129,7,5,225.0
735,28,Chicago,451,Monthly,415,4,1,19.53,253,3,3,338.0
736,21,Seattle,474,Yearly,195,14,1,2.19,336,1,3,246.0
737,35,Denver,237,Yearly,226,12,1,0.7,56,5,4,304.0
738,36,Los Angeles,101,Monthly,72,7,2,0.01,20,0,3,54.0
739,54,Los Angeles,644,Monthly,283,5,1,12.19,342,1,2,158.0
740,54,Los Angeles,570,Monthly,477,2,3,9.38,314,10,1,26.0
741,42,Chicago,136,Monthly,125,15,0,18.25,71,4,4,282.0
742,22,East John,398,Yearly,147,14,0,0.21,366,10,5,349.0
743,54,Denver,669,Monthly,409,10,0,10.97,301,8,3,148.0
744,21,Austin,249,Yearly,5,6,4,8.11,89,8,3,343.0
745,26,Los Angeles,245,Yearly,192,13,0,18.19,221,4,5,289.0
746,55,Wrightstad,257,Yearly,13,9,0,18.05,89,6,5,186.0
747,27,Los Angeles,511,Monthly,480,15,4,15.46,275,9,5,32.0
748,55,New York,314,Yearly,76,8,0,12.48,163,2,1,98.0
749,24,Chicago,518,Monthly,92,5,1,18.74,408,2,4,281.0
750,39,New York,651,Monthly,627,8,4,9.71,196,1,1,122.0
751,21,Denver,18,Monthly,18,7,4,8.97,1,4,3,21.0
752,24,Los Angeles,597,Yearly,381,10,3,19.9,188,9,5,229.0
753,54,Los Angeles,170,Monthly,2,9,3,1.98,127,10,0,
754,44,New York,109,Monthly,22,2,0,11.77,71,6,4,215.0
755,22,Los Angeles,496,Monthly,86,4,4,13.97,24,3,3,233.0
756,31,Austin,239,Monthly,42,12,2,0.27,33,0,4,211.0
757,44,Chicago,695,Monthly,602,8,2,4.58,535,9,2,357.0
758,54,Los Angeles,351,Yearly,160,7,4,10.23,187,5,2,27.0
759,35,Los Angeles,577,Yearly,74,3,0,13.72,189,1,3,348.0
760,57,Los Angeles,407,Monthly,23,1,2,11.2,295,9,4,157.0
761,41,New York,404,Yearly,196,10,3,4.86,77,9,4,214.0
762,28,Chicago,581,Monthly,424,15,1,8.93,548,8,2,151.0
763,58,Kimberlystad,380,Yearly,57,9,0,2.84,75,0,0,
764,56,New York,711,Yearly,64,3,1,2.26,688,3,1,278.0
765,29,Austin,429,Monthly,340,4,2,7.57,304,2,2,324.0
766,45,Denver,579,Yearly,304,0,0,3.58,531,4,0,
767,29,Seattle,140,Monthly,134,4,0,0.64,89,1,2,167.0
768,25,Chicago,76,Monthly,3,14,4,3.13,5,10,2,237.0
769,32,Los Angeles,3,Monthly,3,6,1,3.4,3,0,4,75.0
770,42,Los Angeles,231,Monthly,179,5,0,15.9,196,0,3,236.0
771,36,Los Angeles,218,Monthly,71,6,0,17.4,200,5,0,
772,51,Los Angeles,700,Monthly,111,14,1,14.66,684,6,0,
773,49,Los Angeles,569,Monthly,351,15,0,7.97,323,2,4,209.0
774,29,Chicago,612,Monthly,81,0,2,3.4,82,0,0,
775,40,Los Angeles,703,Yearly,262,13,1,18.85,453,8,4,265.0
776,20,Austin,729,Monthly,301,15,0,12.02,616,3,0,
